passenger1Id,passenger2Id,numberOfFlightsTogether
1472,4200,6
5060,5075,4
4716,4473,5
9212,7162,4
8297,8248,4
2642,1938,4
10920,5005,5
11019,11044,4
8834,10449,4
1548,4641,7
2226,5207,4
2727,2720,4
1034,1250,4
8434,11099,4
5765,10235,4
6545,5487,4
3442,5148,4
3302,1892,4
10356,10384,8
10356,5737,4
8441,6441,4
2886,5509,4
8190,5490,5
1677,4627,4
11003,2706,4
9704,10104,5
6294,9385,5
6020,4249,4
8222,2238,5
5007,7380,4
3453,467,4
1143,760,4
2982,2018,4
968,7506,5
10017,479,5
7172,2905,5
1774,7543,6
2285,2035,4
6878,5440,5
6071,6069,8
6071,950,5
4171,4197,4
7453,6071,4
7453,8994,4
368,3569,4
11142,6369,4
420,12452,4
12020,5603,4
11844,86,5
9238,3239,4
5721,601,4
12539,3597,4
7853,12003,5
2396,2370,4
10267,10243,5
8262,9645,6
2354,497,5
2231,497,5
10772,10756,4
3618,1637,5
8729,3028,6
3028,4451,5
10713,10774,4
191,10791,4
4803,10741,4
10412,10430,4
10492,10419,4
10465,10497,5
10415,10494,4
11308,6402,4
11858,1620,6
6402,11823,5
6523,10945,5
3989,2697,5
1581,2699,6
4042,4063,5
4016,4362,4
4397,4338,4
10405,10446,4
1561,314,5
659,468,4
2530,8246,6
2446,1223,4
3405,8548,4
8837,8577,4
8350,5867,4
6447,2068,4
593,520,5
6707,3278,6
4011,4052,7
4035,4090,4
7590,9296,6
2392,7240,4
14651,14690,4
368,374,8
308,354,5
339,335,4
4110,10910,4
3518,2248,4
3518,2252,4
2244,2285,5
4491,4411,4
2243,2600,5
1243,2567,5
2252,2278,5
4411,4418,4
255,2567,5
2481,2486,4
2425,2497,5
2500,2447,4
9368,9363,4
8662,6036,4
2413,2478,4
308,1021,5
1095,382,4
1073,364,4
1025,721,5
360,1072,4
49,2099,4
3092,8837,4
13492,2068,7
13414,9179,5
891,831,4
5124,5136,4
5899,3938,4
9781,4191,4
4092,1769,6
7513,7526,4
5620,6584,4
6338,5332,7
5282,3558,4
7661,8810,5
7661,7721,6
13272,356,6
2994,12323,4
8552,42,4
7194,4166,5
183,13163,5
8446,13296,4
2964,1769,6
2964,2069,4
2548,7099,7
8057,7099,7
7114,4770,4
7114,2588,6
712,10205,5
11876,11880,6
11211,7114,4
183,6857,4
719,631,5
4082,631,7
2158,2114,4
618,694,4
2163,2154,4
2710,5009,4
4016,1484,5
2941,5401,5
5446,5429,4
5468,5458,4
2789,5477,5
2959,4339,5
5439,4009,5
4052,1696,5
4052,5483,4
8106,8117,4
4194,1119,4
5232,4717,4
3560,1128,4
9969,9970,4
5530,4580,4
10058,6024,4
6522,11201,4
1404,8194,4
5031,2117,4
4728,7677,4
4337,7679,4
2117,888,4
10083,2503,4
6024,888,5
3563,3575,4
3982,2390,4
4336,3432,4
11098,12380,4
1352,11896,4
853,803,5
14209,14207,4
7707,7792,5
7711,7766,4
8361,8350,4
8328,3947,4
8328,8312,4
8375,7741,4
4933,5672,5
1982,5652,5
1982,5683,5
622,6776,5
4984,4645,5
6576,2396,4
8317,10446,4
4496,7469,4
1526,5963,4
14778,14744,4
8359,79,5
14779,14739,4
14703,14782,4
12862,6027,4
14716,14747,4
2247,2276,4
2286,2214,4
2258,2213,4
1719,258,4
8142,3471,4
5799,7700,4
5799,9264,6
8818,8565,4
11926,9351,6
9557,3660,5
10830,9403,4
7288,3194,4
1898,10802,5
12195,13657,6
338,1624,4
11003,3128,4
7643,10991,4
6630,8562,4
8353,4204,4
1008,11123,5
9648,9602,6
275,2563,4
2568,2567,5
274,3162,5
9752,4650,4
783,6777,4
12127,12165,4
8944,2594,4
2511,9272,4
10937,12005,5
2594,5449,4
1703,687,5
28,53,4
688,684,5
9642,3439,4
4076,9610,4
9649,5359,4
9684,9696,4
1232,264,4
432,1264,4
9630,9683,4
5944,5946,4
5961,5970,4
10460,8897,4
5994,5992,5
2026,2411,4
11398,3518,5
10097,1860,5
4846,3924,4
633,3611,4
9563,1335,4
2479,11307,4
10652,5920,4
10652,11070,4
5731,316,4
4590,4564,4
1444,4346,8
4346,4305,4
4346,4029,4
3152,951,5
3486,7059,5
14021,14039,4
2937,7665,4
8225,9540,4
855,9223,4
5056,167,5
2443,3627,4
4712,664,4
4202,2856,4
6039,6008,5
2199,3410,5
4321,732,7
8584,8679,7
10267,10899,5
10267,10576,6
855,4170,5
2825,4010,4
5479,6001,4
3492,4554,5
4650,3361,4
1966,8406,7
2495,4496,5
2523,3111,4
3971,4876,5
3182,3195,5
3477,1001,4
3405,3483,5
3461,3414,5
2551,2515,4
2186,603,4
5490,4946,5
11522,2123,4
2993,5788,5
2993,324,5
6833,6836,5
6880,6008,4
4674,5494,6
4674,4990,8
6075,4481,4
5788,6096,4
2717,5761,4
1619,5706,5
2734,6814,4
5481,950,4
5744,6848,4
6814,5724,5
477,4990,4
477,6853,5
3576,6830,4
6809,4607,4
6854,5954,4
6870,5443,5
6870,6008,4
6049,6832,4
92,1631,5
10253,1342,4
10212,4744,4
917,1868,4
12594,12508,4
4620,4672,4
4690,4656,5
4675,4617,4
5757,11717,4
4656,4668,4
10515,8510,4
2327,8785,4
3186,232,4
622,684,5
7950,7902,6
628,8128,4
9955,1528,4
5943,11225,4
9385,4675,4
9127,7983,4
5238,7962,4
9562,5230,4
7006,7067,4
4181,4709,4
1734,1163,4
4820,6622,4
6622,392,5
2328,3661,5
4314,844,5
5885,844,5
5885,2131,4
2406,3525,4
3226,2137,4
4690,4990,4
4628,4988,4
1444,4593,5
4632,6027,4
1662,2560,4
4967,1643,4
4593,1643,4
4523,4646,4
1423,1463,4
8485,8450,4
11332,11687,4
11687,9712,4
9721,9932,5
5043,2519,4
4869,4830,4
4830,380,4
7682,7837,4
8574,6464,5
11276,5021,4
5021,6464,5
8030,5096,6
8851,2437,4
8851,10234,4
1966,7844,4
10203,6777,6
10234,11871,4
6052,2886,5
5766,8485,5
1250,5755,5
13623,13657,4
3134,3195,4
3475,3451,4
633,699,4
12250,9985,4
663,8158,4
8158,7820,5
3418,8209,5
606,8190,4
8353,6796,4
4019,1525,4
262,5081,4
8714,4780,4
9044,9026,4
9027,9098,4
5022,2500,4
2469,3512,4
1721,2946,4
869,4827,4
9766,7640,4
9786,9924,4
240,4792,4
11853,2333,4
2074,4487,4
8973,8965,4
1078,6061,4
11326,6519,6
615,6294,4
4022,4321,4
962,1332,5
1315,910,5
979,2769,4
8088,183,4
1315,7884,4
8117,7773,4
7477,9779,4
9623,12130,5
11324,11534,4
5260,363,4
4556,3657,4
1994,839,4
11948,8644,4
11883,3554,4
5235,9620,4
10449,3214,4
8877,3117,4
8519,1505,4
6812,5731,4
7866,7868,8
7039,7318,4
6097,7082,4
7318,7770,7
8236,6568,4
11690,11649,5
953,1464,4
360,4978,4
2949,6066,4
11757,2271,4
6066,10741,4
9516,12557,5
141,2963,4
3654,3624,5
2901,3678,4
2498,1321,4
1398,3603,4
3578,3540,5
2427,3679,4
988,2977,6
920,923,4
7505,4896,5
92,1214,5
1046,1214,4
6805,9834,5
8363,8775,7
8132,12594,4
12570,1033,4
12553,10762,5
726,10004,5
4972,11527,4
1651,741,4
4993,873,4
2049,3845,4
2049,5997,4
1991,1962,5
1974,1970,4
1974,1916,4
4420,2859,5
11147,8590,5
1992,1969,4
750,731,6
793,731,5
755,749,5
729,752,5
1514,6125,4
7167,7198,4
7105,6532,4
9828,3677,5
11919,12000,5
8511,2851,4
1678,2097,11
6013,1464,7
5380,11408,4
5380,5850,4
3531,1164,4
8595,1024,6
10431,1246,4
1753,6915,5
1115,2275,4
1662,1617,6
2655,2233,4
5690,5630,5
6805,5737,4
5737,1389,6
5594,5549,4
5414,6080,6
2868,4550,5
258,8257,7
4632,4363,5
10058,736,5
10058,1064,5
7919,9977,5
614,4364,5
2117,1064,6
4364,1378,5
9068,4056,5
2489,4217,6
8424,3432,7
2408,10509,4
6160,2400,4
3689,3634,6
1253,9053,5
5760,3998,4
1163,5966,4
6570,4242,5
6570,1016,4
2758,1016,4
1331,1400,4
1388,1356,4
997,2944,4
5765,5799,4
5998,5975,4
1205,482,4
696,3174,6
366,3493,7
5143,1649,4
402,419,6
649,3493,7
7495,7484,4
5738,3801,4
5015,7463,4
7435,6993,5
7406,6956,5
1077,7754,4
7872,4627,5
3689,3653,4
6553,7641,4
664,5203,7
6783,5515,4
5787,5711,6
5798,5771,9
11115,11173,4
11115,11157,4
11101,11108,4
11109,11139,4
11164,11157,4
11141,11111,4
11118,11180,4
11121,11139,4
11157,11193,4
2206,3505,4
13839,7228,4
4932,3584,4
827,749,4
8529,8102,4
10808,7846,4
6758,8102,5
952,10454,5
9738,10454,6
9300,13112,4
6718,12006,4
12950,3957,4
5744,5706,9
5762,5714,4
5701,5733,5
11153,11142,4
11103,11187,4
837,849,4
843,819,4
894,845,4
859,848,5
859,888,5
5161,5146,4
4261,4222,4
4223,4297,6
4282,4204,4
4516,3808,5
4274,4249,4
4249,4245,4
2231,7671,5
4897,1291,4
6740,6777,5
6054,8591,5
10972,1451,4
1677,8961,8
4080,5283,4
8747,534,4
11030,11056,5
2717,1465,4
1074,1818,4
2857,2759,4
3071,467,6
3071,2784,4
660,2784,4
18,13862,4
2379,4989,4
9539,5560,4
8091,11099,4
3463,1467,5
1450,1436,4
6205,572,4
6591,1525,4
7811,638,4
3925,10115,4
7662,1208,7
1677,7872,7
2515,2939,4
3503,8068,4
3322,3343,4
10357,10334,4
5490,6418,6
9395,6909,4
762,354,5
3480,2167,4
1050,249,5
9238,4827,4
12299,9532,4
2088,7463,4
5978,2453,4
3293,1452,5
5477,3472,4
7180,888,4
8084,8007,4
10802,362,5
2993,5711,4
4415,2518,4
12409,12452,4
8017,9017,4
8262,2336,5
10701,10764,7
2231,2012,5
10753,10785,4
10753,2336,4
10776,10767,5
7898,3002,5
10767,10720,4
10703,10702,4
10703,10766,4
1715,10731,4
10712,10716,4
4979,4915,4
10456,10496,4
7661,9994,8
8042,79,6
2212,779,4
2591,9942,4
3178,7924,5
7653,12073,6
1561,2674,4
3968,3988,7
3901,1506,4
3930,1587,7
333,3980,5
4356,4363,4
4016,4063,5
4398,4379,5
10456,10445,4
10486,10425,4
10476,10461,5
10465,10446,5
3312,2528,5
7619,4427,4
2446,7508,5
8519,6030,6
3405,8577,4
3172,272,6
10397,9466,4
10352,2857,4
4552,10334,4
4022,4010,5
4088,4037,4
9057,9033,5
4084,4057,5
376,385,6
9296,7937,4
7327,7229,5
7418,6706,4
5516,1200,4
14601,14673,4
7643,11089,4
2674,3556,5
3600,3593,4
3600,2699,5
2285,2246,5
2434,2409,4
2415,2442,4
2443,2451,4
3077,3216,4
1493,3920,4
3172,9977,4
2415,2414,4
2447,2430,6
2489,2402,4
759,364,6
1051,1025,5
1001,354,5
1073,727,4
739,362,4
1026,772,4
1007,1035,5
511,3255,4
938,2099,4
5693,6575,5
4497,1611,4
10837,11326,4
6414,11847,4
12800,12785,5
13899,9179,5
6881,13295,4
5172,5156,4
5430,5380,4
3549,6553,4
10585,5802,4
6160,157,4
2811,5855,4
164,152,4
7094,6166,5
1411,10799,4
6060,10684,4
1113,10308,4
3292,5538,5
8810,13561,5
5754,2106,4
10214,7712,4
2807,10244,5
8552,2857,5
8552,7114,5
7194,7712,5
6591,9540,5
9994,2548,7
2964,712,4
5201,2788,5
13561,1769,5
13571,11572,5
9735,9712,4
2472,624,4
8446,1419,5
42,10244,5
2160,2136,4
2179,2169,4
2162,2130,4
2136,3168,4
2136,2122,4
12727,3874,4
928,4009,5
928,1696,6
2783,4017,6
5423,5486,7
5423,5402,5
5423,5451,4
2941,5463,4
2511,4309,5
2511,4011,5
5494,5420,4
5468,5429,4
407,4059,5
5490,2759,5
1371,4059,5
1314,5402,4
5439,5467,4
5438,4080,5
8140,8127,4
5490,5491,6
2290,3560,7
3106,5278,4
557,6987,4
557,10083,4
10023,5209,4
7579,3275,4
6987,2503,5
2108,241,5
2138,10017,4
1762,1670,4
3851,863,5
241,4010,4
2503,210,6
7706,728,4
10512,5416,4
6902,8466,4
6947,9421,4
4086,1071,4
7798,7778,4
7774,4900,4
8331,8361,4
8331,8351,4
4827,7778,4
9690,9620,6
1982,187,5
1089,2720,4
755,3471,4
9893,9522,5
7023,4645,4
4673,10093,4
6072,1689,4
14714,14725,4
14714,14741,4
14763,14731,4
14778,14725,4
14796,14747,4
2262,2300,4
2247,2226,4
2241,2282,4
9151,8836,4
814,3937,4
1075,4389,4
8497,4563,4
8024,8609,4
8078,2656,4
1055,6886,4
5047,3451,4
3660,9403,4
13602,13609,6
12195,6809,4
9901,7226,4
4234,13668,4
7812,7756,4
8824,7131,5
5770,9618,4
9957,10109,4
1693,3123,4
205,3162,5
606,2545,4
1343,9255,4
9760,9997,4
5459,4496,4
783,11256,4
3535,3585,6
11736,11773,4
12136,12150,4
7975,3798,4
761,5303,4
716,2560,4
288,4650,4
5530,3545,5
9700,11600,4
13535,13574,4
9677,9679,6
9664,9656,4
4076,9620,4
8824,4852,4
1646,441,9
5960,5951,4
5961,5913,4
852,2325,4
2910,2031,4
5548,5565,4
5139,3560,4
6478,13978,4
3600,455,4
119,3604,4
7661,7700,5
7656,1673,4
9385,11280,5
9495,3867,4
11011,9114,4
8211,4090,7
2479,998,5
2801,4506,4
1673,4827,12
11280,9127,8
11267,3298,4
1850,10631,5
1242,11416,5
9252,10478,4
4332,4387,4
951,2969,4
2262,11359,4
11360,11327,4
13886,13869,4
2591,2532,4
3764,3766,4
7384,7336,4
9362,8078,4
3589,10833,5
1739,9209,5
4308,1434,4
6068,6099,4
6013,6009,4
6097,6060,4
6418,1053,7
6529,8679,6
8721,4430,4
855,8596,5
7846,13731,4
13734,11834,4
11812,1225,6
2710,4292,4
11276,4130,4
8101,4496,4
5912,2620,7
5775,2780,4
2422,3454,4
5996,5773,4
1612,5694,4
3151,2186,4
218,679,4
6475,12297,4
12381,12340,4
12381,12396,4
4204,1812,4
184,5771,5
2993,4412,4
6833,6469,4
6872,477,5
6872,6809,6
6872,5771,4
6064,6825,5
6839,4969,4
6839,6825,5
5494,6866,4
4316,3544,7
6817,6866,5
6844,6885,5
2734,5744,7
6869,6469,4
6893,5724,4
6039,3576,7
6039,5761,5
6814,2294,4
6077,6896,4
6866,6827,5
6870,2759,5
2759,6008,4
6827,5734,4
6824,5769,4
5761,6858,4
6829,5720,4
5966,1817,6
5440,2294,6
1475,3112,4
9057,10661,4
10419,6135,4
7017,9820,4
9062,9011,4
10329,12516,5
4628,4617,4
4611,4677,4
4869,3645,4
2358,1232,5
7191,10015,4
628,6286,4
8368,9493,4
5943,6317,5
8653,10089,4
5162,4737,4
335,1617,4
3640,9014,4
8446,11323,4
1424,12097,4
5691,2169,4
2055,3367,4
4331,4376,6
940,4106,4
484,1257,4
6924,2964,4
8724,9014,5
3718,3730,4
3668,2075,6
2182,291,4
12565,12545,6
12532,12574,4
1842,2767,5
4647,2775,4
4647,4914,4
4300,4295,6
5367,5467,4
3208,4212,4
4205,5025,4
3184,6092,4
4542,4552,6
1643,4646,4
8810,9755,4
5610,10747,4
12432,12405,4
1468,1486,5
1337,4957,4
5434,5492,4
13623,2274,5
10632,2125,6
10632,9505,5
3312,3346,4
8163,7825,4
8851,5093,6
5277,6464,4
10714,7844,4
5096,6464,4
8353,130,4
8406,10764,4
11898,7560,4
5438,11883,5
12891,14055,5
6087,4399,6
8073,2939,4
2886,5596,4
2886,1789,4
7540,4190,4
3177,8037,5
4700,5490,7
5590,1569,5
7656,9529,5
347,2700,4
609,602,4
3411,3410,4
3411,763,4
739,3414,5
7486,7421,4
7410,7442,5
7410,2620,4
7421,7424,4
1133,11812,5
15113,8961,4
634,699,4
1922,3246,4
1826,11607,4
800,11607,4
6372,6180,4
5608,5603,4
1646,7602,6
7605,95,7
625,6813,6
8297,1432,4
4135,960,4
690,8867,5
3512,2249,6
2704,1840,4
2150,1767,4
8973,8995,4
8935,8957,4
8979,8936,6
7716,8965,4
2972,4169,4
2306,3551,4
5132,9805,4
4344,4361,5
10632,6099,4
1082,940,4
7851,3650,4
3451,1534,5
10125,11194,4
11868,10731,4
8057,4034,4
12537,1386,4
8375,6437,4
9252,4335,5
3837,5081,6
7122,8006,4
14011,2035,4
12981,2035,4
6104,6459,4
8733,8703,4
8733,8383,5
6045,8057,4
8238,8226,4
7866,8216,4
8209,6097,4
5731,6879,5
6801,6891,4
8978,8985,4
2185,92,4
6823,3921,5
1955,11687,5
1337,360,5
11450,11797,4
3307,11649,4
9906,4978,4
6428,5295,4
11807,5939,4
8594,8534,5
11839,11803,4
9446,9876,5
3654,2222,4
135,3645,4
3589,3547,5
2437,3679,4
2467,2255,4
3679,3678,5
10377,9069,6
4283,2550,5
92,574,6
4441,9441,4
6805,2068,6
5910,10507,4
12189,13265,4
8036,11871,4
10340,9171,6
2065,5769,4
5240,456,4
1033,9171,5
456,11593,4
5544,6061,4
12318,2707,4
2443,8234,5
6095,10651,4
12170,1451,4
12170,4037,4
1451,4037,6
14125,14135,4
1981,1977,6
11462,11457,4
1500,6036,4
780,748,5
759,749,5
792,797,7
701,786,5
761,739,6
737,786,5
5375,5301,4
1966,1927,6
778,791,5
706,791,7
706,786,5
762,786,5
734,737,5
5304,1063,4
6718,9789,4
2032,9743,4
9971,9945,4
10196,10106,4
2185,5459,4
10758,1343,4
11906,11914,4
5669,8444,5
11954,11923,4
8114,8195,6
11466,11923,4
8010,8004,4
11939,8040,8
10975,1246,5
1164,4749,4
1164,4802,4
8539,8078,4
11285,859,6
5299,10431,4
447,1606,4
3193,4832,4
5414,5456,8
6080,4904,4
3703,5895,4
2864,7364,4
6180,8363,4
4269,736,5
10819,8363,4
2532,3432,6
614,728,5
2117,3432,6
3367,10661,4
6187,6160,4
1562,9511,4
2026,3643,5
1403,8273,4
7373,1769,7
7568,3608,5
5977,5966,10
6289,6478,4
8294,2684,4
10841,10832,4
2043,10880,4
10819,10871,4
11832,7685,4
5734,5735,4
2224,2215,6
1575,363,5
2523,6111,4
6956,3102,6
7754,4458,4
9067,4627,4
5792,5772,5
5744,5724,8
5731,5737,5
11200,11174,4
11128,11151,4
11196,11106,4
11196,11174,4
11165,11189,4
11141,11124,4
11137,11122,4
11194,11103,4
8642,5319,7
8642,13970,4
5319,13946,4
8702,7327,5
9300,9576,4
11879,6220,5
10467,2910,4
120,9039,4
2081,2005,4
11106,11131,4
11132,11193,4
13204,13261,6
843,805,5
3756,3787,4
1263,5096,4
1447,4556,4
5066,5333,4
3012,3115,4
9864,9854,5
11095,11005,4
8961,211,9
407,2759,9
18,13830,4
9280,3364,4
7877,9441,4
3054,5490,4
11213,13620,6
13781,13819,6
22,2227,5
5310,1994,6
10145,1190,4
5425,5469,4
8441,2960,4
10384,10346,6
7605,7872,7
3502,6815,4
11003,6815,4
5072,5578,4
7191,1079,5
9369,6471,6
12563,4288,4
10377,10373,4
243,256,5
9052,9007,4
2018,7909,5
3275,3657,4
8353,3910,4
3806,3849,6
1774,2162,4
7543,6572,4
235,3932,5
6953,6548,5
3491,12452,5
6347,8286,4
12083,12020,4
10357,2258,7
375,972,4
972,2518,5
6515,9402,5
13579,2565,4
13651,7462,4
2162,876,5
12440,12417,4
10704,4774,4
10709,10714,4
10753,10767,4
10727,10716,4
10713,10799,4
382,1637,5
382,10702,7
10731,10742,4
9645,2336,6
7364,4781,4
1791,4253,5
4919,4962,4
2841,497,5
10453,10476,5
10456,10494,4
10428,10402,4
10452,10419,4
4264,4222,5
5956,2754,5
135,8350,4
9942,10463,4
11283,318,4
1561,3940,4
2608,1576,4
1504,1507,6
3989,3974,4
1503,1581,5
1960,4199,4
2516,2528,6
2572,3101,4
6565,8245,5
6030,8542,4
3547,8593,4
117,4384,5
813,8363,5
4012,4037,4
4078,4044,4
1342,10806,5
4017,4088,4
366,305,5
315,330,6
10506,10548,4
10594,10509,4
10541,10586,4
10954,2957,4
9653,9076,4
11676,8196,6
309,382,6
315,392,5
315,313,5
378,355,5
3524,3504,4
3529,3552,4
2229,3582,4
2240,2233,6
9384,9386,4
9392,9345,4
9383,7636,4
6382,8662,5
2323,4404,5
2425,2462,4
2440,2414,4
2429,2406,7
2463,2457,4
12297,12210,5
1051,1023,5
730,392,5
334,763,5
1031,791,4
755,1035,4
755,395,4
739,354,4
724,354,4
305,1026,4
1026,746,4
511,1831,4
2667,1685,4
238,223,4
78,49,4
78,68,4
7530,2099,4
738,9992,4
6575,904,4
6460,10857,4
12785,809,4
2426,738,4
811,774,4
3716,309,4
5170,5157,4
10795,5802,4
2725,2550,4
8251,5869,4
1535,1505,4
8084,4147,9
11884,11801,4
7571,7509,4
1289,2684,5
8524,2279,4
6060,798,4
13272,5201,5
2994,5212,4
13284,7721,5
11587,1591,5
7194,7555,4
13561,2069,4
4166,13296,4
1769,7114,4
1769,10067,5
132,8556,5
9101,6085,4
9790,9770,4
11812,11891,4
3385,147,5
2134,2162,4
2168,2131,4
2188,2137,4
10184,5464,4
4662,4692,4
5047,2508,4
5478,2717,5
5446,5406,5
5446,5408,5
5498,5436,4
5498,5496,4
4373,4364,7
5468,5500,6
5468,4395,6
5414,5479,6
5495,5481,4
4053,4339,6
4017,1818,6
915,4395,5
5477,5451,5
4044,4388,6
8101,8192,4
4194,352,5
4492,7650,4
3115,3147,6
4747,4786,4
9955,9914,4
371,4336,4
557,2174,4
557,614,4
6987,7098,4
5530,4337,4
2138,4789,4
4337,3275,4
5132,9659,4
9659,4580,4
1064,6024,4
6060,3528,4
1888,3507,4
4869,4811,6
12520,12581,5
848,846,5
12515,12512,4
72,3629,7
14225,14207,4
7800,7741,5
1089,622,7
9893,1475,4
7800,7324,4
5072,5319,4
14754,14718,4
14754,14795,4
14752,14769,4
14071,9157,4
14778,14796,4
14703,14795,4
2642,3855,4
4496,3874,4
6618,6673,5
2238,2250,4
8497,8624,4
8692,8686,5
233,1747,4
11610,3896,4
11610,7833,4
12221,3154,4
11296,3029,7
10955,213,4
2975,3332,4
1624,5164,4
1925,6642,4
13657,2536,4
1151,2251,4
9156,4460,4
2570,1300,4
293,3146,5
2600,490,4
1300,684,4
490,2573,4
2563,255,4
3958,9752,4
4650,4467,5
2697,2625,4
3529,3513,6
10972,2713,4
2709,1481,6
1251,4617,4
10046,6769,4
8552,8591,4
9676,9650,4
9634,1982,4
1982,9601,4
9610,5096,4
5383,9679,4
9660,7131,4
613,657,4
2949,1377,4
607,646,4
5959,5941,4
5944,5991,6
3637,2446,4
173,2486,5
1639,1246,5
2600,2390,4
11400,11280,4
10022,9955,4
4917,1673,6
1673,9331,5
8684,9331,6
10841,7636,4
2068,8735,4
11014,9053,4
12057,9114,4
8211,11070,4
12555,13160,6
9445,435,4
3805,3858,4
3813,3149,4
10757,10775,4
2199,2152,6
1860,3963,4
1242,4711,5
4827,4483,5
1367,2959,4
2758,1323,4
2906,437,4
11355,11395,4
6652,7059,4
3297,5866,4
13857,13830,4
3382,13863,4
8803,3611,4
315,9822,4
5069,3522,4
6166,1173,4
6087,6010,6
6047,6071,7
1186,4046,4
10243,7180,4
4249,4611,4
139,9035,4
1801,4523,4
3991,4554,5
75,2495,4
5727,2869,4
4850,4845,5
3421,1023,4
2538,2534,4
724,3440,4
3159,292,4
9107,9153,4
1772,8036,6
12305,12358,5
6880,6839,5
6872,6049,4
3120,6827,4
5993,3576,4
5993,5706,5
5494,5761,4
438,5724,5
5788,6063,5
5788,6853,5
6844,5769,4
1619,5977,5
2734,6836,4
6869,6825,6
6814,6469,4
477,5954,5
3576,6049,6
5977,1865,4
4607,6096,6
6447,9758,4
6447,1342,4
6338,9688,4
11336,9820,4
4293,10576,4
9438,753,4
12540,12574,5
7508,9822,4
4632,4657,4
4685,4677,4
3943,9433,4
5043,8706,4
3178,4876,4
7777,9062,4
7832,10227,4
650,226,4
3157,3104,5
3123,2512,4
7950,6471,4
7510,8653,4
10015,4675,5
6317,5653,5
3875,2967,5
7726,230,5
1021,264,5
5374,264,5
1410,9281,4
11041,11509,4
7091,7017,4
7576,7544,4
8772,8793,4
7560,6892,4
9700,1818,4
10395,219,4
7380,950,4
2328,2072,6
1963,3250,4
2182,4391,4
2075,2260,5
5808,2131,4
3573,603,4
4998,1828,4
1548,5450,4
4945,3861,4
1444,5450,5
4647,1538,4
4205,4285,5
5053,1046,4
5053,2596,4
5009,3404,4
1651,2775,4
443,5055,4
1538,4552,7
4523,6092,4
9790,4732,5
3177,1992,4
8063,8037,4
6535,10454,4
3788,2204,4
8892,637,4
3912,2904,4
3321,3317,4
2783,6777,4
582,8030,4
11898,8030,4
9951,11876,4
8353,10764,5
5795,8068,4
6807,5755,4
11716,7593,4
3199,3123,4
615,688,4
602,655,4
5912,2227,4
10797,2726,4
15146,15180,4
15176,15114,4
2262,5809,4
8836,9233,4
3718,5942,5
5723,7582,4
1085,12014,4
11872,800,4
5656,5691,4
7662,2868,4
1646,6703,4
7832,7618,4
5579,5584,6
4421,7606,4
5482,2857,7
3735,2326,5
9623,11783,4
11743,11766,5
9010,9051,4
6558,5695,4
9287,7138,4
10212,10248,4
4034,7718,4
288,1042,5
1386,4398,4
8545,8518,5
9793,2504,5
1098,1039,4
7255,7291,4
8948,8987,4
8984,8965,4
11285,9862,4
6535,11528,4
10380,871,4
121,112,4
7830,8112,4
6394,7463,4
8057,1538,4
6385,6591,4
12739,12730,4
2548,2543,4
9508,12532,4
5081,3223,6
3078,5533,5
10497,4641,4
9380,9282,4
14091,1972,4
8209,8353,6
975,6054,4
1208,8216,4
1208,7082,7
932,2934,4
8966,8992,5
5783,5762,4
6823,4707,4
9954,8427,4
9954,10179,5
1955,5325,4
1573,7068,5
8024,11649,4
5002,1189,7
11633,4444,4
993,10741,4
8594,9726,4
5043,2974,6
10203,12542,4
10218,2225,4
3654,3547,4
2935,3679,4
1343,1398,5
2924,2996,4
2498,912,4
1387,1358,5
2335,920,4
2263,2223,6
2441,2236,4
2405,2236,4
972,2910,4
2334,3540,5
3286,4441,5
5423,5546,5
7662,6567,5
10377,10107,6
9410,5668,7
3356,5447,5
10325,1917,5
7243,8775,5
9473,7837,5
8132,5414,5
8132,11871,4
8348,5769,4
7451,10767,4
7451,5161,4
5414,6001,5
13235,6882,4
6001,3615,4
14012,14053,4
11233,7986,5
524,529,5
5362,5307,4
1970,1968,4
2859,1424,4
10453,11057,6
9629,11753,4
9629,2323,4
8202,2967,4
10298,908,4
743,792,5
743,724,5
792,704,7
701,721,5
706,755,6
716,721,5
796,702,4
707,712,5
724,758,7
869,126,4
2185,1024,6
9751,4707,4
6541,9513,5
269,10010,4
4514,7671,5
10010,8919,4
10010,11466,4
9752,8114,4
3677,1024,4
8579,2097,7
2718,5850,5
8195,2097,5
7349,8444,5
9225,9744,4
859,10478,10
266,4478,4
328,1606,4
4640,4478,4
4677,1659,4
3561,2278,4
6138,6199,5
5605,6169,4
3300,5737,4
7680,1769,6
8227,8266,4
9363,4881,6
3663,5501,4
1250,6867,5
10536,6827,5
6180,10497,5
7919,8363,5
8336,1446,5
1200,1826,4
10432,10460,4
290,3608,4
10805,10819,4
6972,1084,4
10313,7220,6
2191,11938,4
10592,870,5
1381,1375,5
5993,5949,4
5904,5989,5
3157,1255,4
670,649,4
1219,2700,5
2691,2617,4
399,624,4
2664,2641,4
1012,7484,5
7170,6922,4
3442,4919,4
5978,7476,6
3171,3472,4
7590,7151,4
1401,3755,4
3443,1369,4
7866,4627,5
3601,3626,4
1012,3967,7
3643,3615,5
5758,5736,5
5760,5733,5
11158,11135,4
11115,11120,4
11101,11150,4
11196,11163,4
11165,11198,4
11163,11157,4
11163,11156,4
11191,11102,4
11153,11103,4
11103,11130,4
227,4495,5
13903,5319,5
2082,4136,5
1108,4772,4
3145,204,4
1074,11510,4
10454,11136,5
